id	date	tags	likes	dislikes	count_comments	count_views	duration	sec_duration
vFcDTbFHP-Y	2017-05-05T06:00:02.000Z	['Xbox Scorpio', 'Xbox', 'The New Xbox', 'Xbox One Scorpio', 'Xbox Dev Kit', 'Xbox DevKit', 'MicrosoftXbox', 'MSXbox', 'Xbox2017', 'Xbox2018', 'иксбокс', 'хбокс', 'коробокс', 'xbox 360', 'купить xbox one', 'купить xbox one s', 'купить xbox scorpio', 'scorpioxbox', 'msscorpio', 'Xbox 2017', 'Xbox 2018']	2030	58	166	30531	PT4M44S	284
PETXBM89yOQ	2017-05-02T17:53:40.000Z	['обзор linux', 'обзор linux mint', 'обзор ubuntu linux', 'обзор linux mint 18.1', 'тест linux против windows', 'linux vs windows', 'игры на linux', 'steam на linux', 'steamOS', 'linux преимущества', 'linux недостатки']	18233	2206	3471	856254	PT10M11S	611
vI5X-JDFtJk	2017-05-02T06:00:03.000Z	['AMD RX Vega', 'AMD RXVega', 'Radeon Vega', 'VegaRadeon', 'RadeonVEGA', 'Crimson', 'Vega vs GTX', 'Vega vs GeForce', 'Vega vs 1080 Ti', 'Vega vs Titan XP', 'Vega vs 1080', 'Vega vs 1080Ti']	2831	106	149	57694	PT5M54S	354
9pKRcwTHTEA	2017-05-01T07:00:01.000Z	['LGA2066', 'LGA 2066', 'Intel', 'x299', '2011-3', 'кулер', 'новости IT', 'новинки IT', 'pro hi-tech', 'хороший выбор', 'x79', 'x99', 'Skylake-X', 'Kabe Lake-X', 'i7-7740K', 'Coffee Lake-X', 'i5-7640K', 'LGA2011', 'LGA20113', 'LGA2011-3', 'Intel Basin Falls', 'Noctua']	2604	80	223	52274	PT7M17S	437
IvyicVI31Yo	2017-04-30T19:26:53.000Z	['ASUS ROG GeForce GTX 1080 Ti Strix OC', 'ASUS ROG GeForce GTX 1080 Ti Strix OC Gaming обзор', 'тест ASUS ROG GeForce GTX 1080 Ti Strix OC', 'обзор GeForce GTX 1080 Ti', 'новинки IT', 'обзор ASUS GTX 1080 Ti', 'обзор strix GTX 1080 Ti', 'обзор ROG GeForce GTX 1080 Ti', '1080 ti oc', 'хороший выбор', '1080 ti overclocked', '1080 ti overclocking 1080ti', 'gtx1080ti', 'geforce1080ti обзор', 'pro hi-tech', 'асус 1080 ти', 'эйсус 1080 ти', '1080ти', 'inogeni usb to 4k converter']	1721	113	159	39491	PT5M	300
29Cc6ko2r5M	2017-04-29T07:00:00.000Z	['Purley', 'Skylake Purley', 'Storm Lake', 'Omnipath Architecture', 'Lewisburg', 'Skylake EX Purley', 'Socket P', 'Skylake-SP', 'сокет 3647', 'Opteron', 'Xeon', 'Naples', 'ответ Intel на Ryzen', 'Intel', 'Intel Gold', 'Intel Platinum', 'Intel Silver', 'Intel Bronze']	3092	170	123	65099	PT6M16S	376
SY4Z03St1P4	2017-04-28T06:00:01.000Z	['Ryzen', 'GTX', 'GT', '1030', '750Ti', 'Lenovo', 'Zuk', 'Vega', 'про хай тек', 'про хайтек']	2595	78	178	64324	PT4M11S	251
BRTfLoVOfDI	2017-04-26T06:00:00.000Z	['AMD Ryzen 5 1600X', 'процессор ryzen', 'процессор 1600', 'процессор 1600x', 'процессор amd', 'купить проц amd', 'купить проц ryzen', 'обзор проц 1600x', 'обзор материнской платы', 'обзор процессора ryzen', 'обзор процессора 1600', 'обзор Gigabyte AB350-Gaming 3', 'обзор gigabyte B350 Gaming 3', 'разгон ryzen', 'разгон райзен', 'как разгонять райзен', 'как разгонять ryzen', 'как разгонять 1600', 'как разогнать до 4 Ггц']	7731	358	2455	252492	PT22M35S	1355
SbRSABwH2iw	2017-04-21T06:00:00.000Z	['RX 580', 'RX 570', 'RX 560', 'RX 550', 'RX Vega', 'RX580', 'RX480', 'RX480 to RX580', 'BIOS', 'Nvidia GeForce', 'Nvidia Volta', 'GeForce 1030', 'новости IT', 'новинки IT', 'новости технологий', 'новости hi-tech', 'техно новости', 'новости pro hi-tech', 'pro hi-tech', 'видеокарты', 'купить видеокарту']	3182	106	186	63647	PT5M24S	324
Cm2_buV7e4c	2017-04-20T11:27:10.000Z	['Asus', 'ROG', 'XG STATION 2', 'nvidia', '1080ti', 'gtx', 'gtx970', 'внешняя видеокарта', 'игровой планшет', 'игровой ноутбук', 'тест', 'обзор', 'про хай тек', 'pro hi tech', 'Pro Hi-Tech', 'про hitech', 'Pro хайтек', 'про хайтек', 'прохайтек']	3894	296	384	140105	PT5M52S	352
2DOX_QJorbA	2017-04-16T07:01:51.000Z	['Panasonic GH5', 'Lumix GH5', 'Panasonic Lumix DC-GH5', 'обзор Gh5', 'тест GH5', 'сравнение Gh5', 'GH5 пример видео', 'GH5 обработка видео', 'Panasonic или Sony', 'Panasonic или Canon', 'Panasonic или Blackmagic', 'Panasonic или Arri', 'Panasonic или Red', 'тест кинокамеры', 'тест видеокамеры', 'мнение', 'GH5 vs GH4']	1154	53	110	33274	PT10M13S	613
aS7e6CqbDgw	2017-04-14T07:46:13.000Z	['Dali Katch', 'беспроводная колонка', 'bluetooth колонка', 'pro hi-tech', 'блютуз колонка', 'телефон колонка', 'портативная колонка', 'dali', 'katch', 'дали', 'кэч', 'колонка купить', 'колонка флешка', 'колонка beats', 'колонка jbl', 'купить беспроводную колонку', 'тест беспроводных колонк', 'лучшая беспроводная колонка']	1236	135	106	19205	PT3M36S	216
tG4VtxG2gLg	2017-04-13T05:17:46.000Z	['Новости IT', 'новости технологий', 'новости в девять утра', 'новость в двенадцать ноль ноль', 'аналитика IT', 'IT и технологии', 'LeEco', 'LeRee', 'AMD FreeSync', 'Xbox Scorpio', 'Xbox One']	1703	61	67	27742	PT4M22S	262
cUVitWNe0Ug	2017-04-12T06:00:02.000Z	['AMD Zen', 'AMD RyZEN', 'тесты ZEN', 'тесты RyZEN', 'Ryzen 5', 'ZEN 5', 'Ryzen 1600X', 'Ryzen 1500', 'Ryzen 1500X', 'Ryzen 1400', 'тесты', 'игровые тесты', 'GTA V', 'Watch Dogs 2', 'Battlefield 1', 'что лучше intel или ryzen', 'что лучше i5 или ryzen 5', 'ryzen 5 купить']	4250	330	795	108547	PT5M56S	356
2w6zSw8x88s	2017-04-10T06:00:01.000Z	['тесты играх', 'тесты в играх', 'игровые тесты', 'nvidia titan xp', 'radeon rx 580', 'radeon rx 570', 'polaris 20', 'ryzen 5', 'новости it', 'новинки it', 'pro hi-tech', 'новости технологий', 'купить видеокарту', 'купить процессор', 'выбор видеокарты', 'выбор процессора', 'робомобиль volvo', 'Volvo V40 Cross Country']	2279	64	88	41027	PT4M1S	241
IAfltqV2VeQ	2017-04-08T07:00:02.000Z	['Nvidia GeForce', 'Titan Xp', 'Titan XPascal', 'Titan Xp Pascal', 'Titan X pascal', 'AI', 'искуственный интеллект', 'новости IT', 'новинки IT', 'новости технологий', 'pro hi-tech', 'Трамп', 'Президент Трамп', 'Trump', 'President Trump', 'Дональд Трамп', 'Donald Trump', 'Decision', 'Congress', 'Конгресс']	2448	102	221	49557	PT4M37S	277
VQynMjbnCow	2017-04-07T06:00:01.000Z	['Игровая консоль', 'игровая приставка', 'xbox scorpio', 'xboxscorpio', 'xbox scorpion', 'иксбокс скорпио обзор', 'иксбокс купить', 'xbox купить', 'xbox игры скачать бесплатно', 'xbox скачать бесплатно', 'xbox one скачать', 'игры для xbox', 'xbox scorpio vs ps4 pro', 'xbox vs playstation', 'xbox или playstation', 'xbox или ps4', 'scorpio или pro', 'game console', 'scorpio specs']	2363	85	424	48218	PT5M	300
BwZngjYrZrY	2017-04-06T13:44:26.000Z	['сборка', 'БУ', 'б/у', 'авито', 'avito', 'lga 775', 'lga 771', 'q9550', 'x3363', 'андромеда', 'andromeda', 'For Honor', 'Ghost Recon: Wildlands', 'Wildlands', 'Watch Dogs 2', 'battlefield 1', 'doom', 'rise of the tomb raider', 'intel']	2859	177	522	63946	PT8M3S	483
RKd2Xvqnc8o	2017-04-05T06:00:02.000Z	['Ryzen PRO', 'AMD', 'АМД', 'RX500', 'RX550', 'RX570', 'RX580', 'MacPro', 'Apple', 'Microsoft', 'Pro Hi Tech', 'прохайтек', 'Про хайтек', 'Pro Hitech']	2653	74	200	49795	PT3M33S	213
cY6cL-0sTl8	2017-04-03T06:00:04.000Z	['DDR5', 'DDR4', 'ОЗУ', 'оперативная память', '1 апреля', 'G ASSIST', 'Flyme Beta', 'Cat', 'Facebook', 'удаление аккаунта', 'новый стандарт памяти', 'про хай тек', 'прохайтек', 'про хайтек', 'Pro hi tec', 'pro hi tech', 'Pro hi-tech', 'Prohitech', 'Pro хайтек']	2836	69	176	52174	PT5M19S	319
-Hh8c8nnYv0	2017-03-31T06:00:01.000Z	['Новости IT', 'новинки IT', 'новости технологий', 'новости', 'pro hi-tech', 'аналитика', 'хороший выбор', 'Radeon RX 580', 'Radeon RX 570', 'новый iPhone', 'iPhone Edition', 'Samsung Galaxy S8', 'обзор', 'тест', 'характеристики', 'характеристики смартфона', 'как выбрать видеокарту', 'купить видеокарту', 'купить iphone', 'купить galaxy s8', 'прохайтек', 'про хай тек', 'Pro хайтек', 'про хайтек', 'Pro hitech']	2200	144	84	46834	PT6M2S	362
zlVKAa1i7-c	2017-03-30T11:26:37.000Z	['mobo review', 'motherboard review', 'материнская плата', 'обзор материнской платы', 'тест материнской платы', 'Aorus Z270X Gaming 5', 'Aorus Motherboard', 'Aorus Graphic Card', 'Aorus материнская плата', 'материнка', 'Gigabyte', 'тест', 'Aorus Z270X Gaming 3', 'Aorus Z270X Gaming 7', 'Aorus Z270X Gaming 9', 'Intel Kaby Lake', 'Intel Z270']	1424	123	137	41211	PT7M3S	423
p51aKnMAFUw	2017-05-10T19:47:01.000Z	['volta', 'nvidia volta', 'официальная презентация', 'перевод', 'перевод презентации nvidia']	1467	118	65	39258	PT2H15M13S	8113
ISPw39b20EI	2017-03-29T10:11:20.000Z	['water cooling', 'сво', 'сжо', 'кулер на процессор', 'система', 'охлаждения', 'установка', 'система водного охлаждения', 'система жидкостного охлаждения', 'своими руками', 'как сделать', 'самому', 'самостоятельно', 'зачем нужна', 'надо ли', 'сборка ПК', 'Deepcool (Business Operation)', 'deepcool', 'captain 240', 'CPU cooler', 'AIO watercooling', 'test', 'DeepCool Gamer Storm Captain 240', 'Captain 240', 'Deepcool Captain 240 EX Обзор', 'Deepcool Captain', 'CPU Liquid Cooler', 'gaming pc', 'водянка', 'протекла', 'протечка', 'что будет', 'вода', 'антифриз']	24811	1180	1743	964516	PT7M52S	472
9EMKLqZ0Wqs	2017-03-26T07:00:01.000Z	['Купить ноутбук', 'бу ноутбук', 'купить бу', 'ноутбук авито', 'ноутбук маркет', 'ноутбук цена', 'китайский ноутбук', 'обзор yepo 737s', 'обзор на русском', 'тесты ноутбуков', 'обзор Chuwi', 'обзор Chuwi Hi10', 'обзор thinkpad', 'обзор Lenovo', 'обзор thinkpad x230', 'обзор thinkpad x230i', 'thinkpad x230t', 'thinkpad x220', 'thinkpad x210', 'ibm thinkpad', 'Lenovo thinkpad', 'ноуты', 'планшеты с windows', 'планшет с windows', 'купить в Москве', 'купить в Украине', 'купить в России', 'купить на Украине']	1749	179	267	43630	PT11M26S	686
EMa7wpbGhis	2017-03-25T07:00:03.000Z	['AM44', 'X390', 'X399', 'ryzen 9', 'ryzen 9 1900X', 'ryzen 7 1700x', 'amd ryzen', 'RyZEN 7 1800X', 'RyZEN тест в играх', 'хороший выбор', 'новости it', 'новинки it', 'amd zen', 'amd vega', 'amd radeon', 'amd или intel', 'amd', 'amd fx', 'amd zen архитектура', 'разгон процессора amd через биос']	3217	92	378	60275	PT5M45S	345
FFATWKfzoAk	2017-03-24T06:00:02.000Z	['Nvidia GeForce Pascal', 'Pascal Refresh', 'GP200', 'GP201', 'GP202', 'GP203', 'GP204', 'GP205', 'GP206', 'GP207', 'GP208', 'GP209', 'GP210', 'GP211', 'PascalRefresh', 'GTX2050', 'GTX 2050', 'GTX 2060', 'GTX 2070', 'GTX 2080', 'GTX 2080 Ti', 'видеокарта Nvidia', 'видеокарта GeForce', 'купить видеокарту Nvidia', 'купить видеокарту GTX', 'новости IT', 'новинки IT', 'новости hi-tech', 'хороший выбор', 'новости про гаджеты', 'новости ПК', 'компьютерные новости']	2199	73	182	39237	PT5M30S	330
BSr_3WpnAtI	2017-03-23T16:59:52.000Z	['GeForce GTX 1060', 'GeForce 3G vs 6G', 'GeForce 3GB vs 6GB', 'GTX1060 3GB vs 6GB', 'GTX 1060 3GB vs 6GB', 'STRIX OC GAMING', 'GTX 1060 STRIX OC GAMING', 'GTX1060 STRIX OC GAMING', 'обзор видеокарты 1060', 'тест видеокарты 1060', 'сравнение видеокарты 1060', 'купить видеокарту 1060', 'новости IT', 'новинки IT', 'хороший выбор', 'неплохой выбор', 'оптимальная видеокарта']	1956	385	227	87703	PT8M54S	534
YjdOSH4PHLQ	2017-03-22T09:35:46.000Z	['Компьютер Meijin', 'сборный компьютер', 'готовый компьютер', 'купить компьютер', 'купить пк', 'buy pc', 'компьютер asus', 'игровой компьтер', 'игровой пк', 'пк для игр', 'компьютер для игр', 'компьютер amd', 'компьютер gtx', 'RyZEN 7 1800X', 'RyZEN тест в играх', 'хороший выбор', 'новости it', 'новинки it', 'geforce тест в играх', 'gtx 1080 игровой тест', 'nvidia + amd', 'мейджин', 'amd ryzen', 'amd zen', 'amd vega', 'amd radeon', 'amd или intel', 'amd', 'amd fx', 'amd zen архитектура', 'разгон процессора amd через биос']	1818	489	342	61777	PT10M23S	623
i6ucI7iUFB0	2017-03-21T06:00:01.000Z	['Intel', 'CPU', 'AMD', 'процессор', 'RyZEN', 'Zen. Купить', 'Ryzen 1900X', 'Zen 1900X', 'Ryzen1900X', 'Zen1900X', 'HEDT', 'LGA 3647', 'LGA 2066', 'Naples', 'Xiaomi Mi 6', 'Xiaomi Mi6', 'смартфоны', 'android', 'новости IT', 'новинки IT', 'хороший выбор', 'выбор процессора', 'pro hi tech', 'прохайтек', 'про хай тек', 'про хайтек', 'pro hitech', 'amd ryzen', 'amd zen', 'amd vega', 'amd radeon', 'amd fx 6300', 'amd fx 8350', 'amd или intel', 'amd', 'amd fx', 'amd а10-7850к', 'amd zen архитектура', 'разгон процессора amd через биос', 'core i9', 'ryzen 9']	2802	102	204	61083	PT5M50S	350
aPWb5lCtGy8	2017-03-19T07:00:00.000Z	['Обзор android', 'тест android', 'google android', 'Android O', 'AndroidO', 'Android 0', 'Android0', 'Android 8.0', 'Android8', 'Android80', 'Android Orange', 'Android Oreo', 'AndroidOreo']	2641	132	132	46615	PT4M54S	294
9c6SV7V0-e8	2017-03-18T19:45:15.000Z	['Radeon Vega', 'RX Vega', 'RXVega', 'RadeonVega', 'AMD', 'RX580', 'RX570', 'RX560', 'RX550', 'RX480', 'RX470', 'RX460', 'новости IT', 'новинки IT', 'аналитика IT', 'hi-tech новости', 'правильный выбор', 'хороший выбор', 'как просто', 'ай как просто', 'сделать выбор', 'выбор гаджетов', 'выбор видеокарт', 'выбрать видеокарту', 'купить видеокарту', 'купить radeon', 'купить amd']	3470	136	173	77088	PT4M24S	264
tMwSAP_ooaA	2017-03-17T05:15:09.000Z	['AMD', 'Zen', 'RyZEN', 'Summit Ridge', 'Ryzen 7', 'Ryzen 5', 'Ryzen 3', 'APU', 'Raven Ridge', 'Pinnacle Ridge', 'CPU', 'vishera', 'bristol ridge', 'stoney ridge', 'GTX 1080 Ti', 'GeForce GTX 1080 Ti', 'Nvidia GeForce GTX 1080 Ti', '1080Ti', 'взлом Nintendo Switch', 'джейлбрейк Nintendo Switch', 'Jailbreak Nintendo Switch', 'Intel', 'IntelOptain', 'IntelOptane', 'Intel Optain', 'Intel Optane', 'Intel Optan']	3499	92	317	76687	PT7M28S	448
D25_P6RkL0E	2017-03-16T19:09:26.000Z	['камера', 'в сауне', 'в парной', 'в банке', 'экшн-камера', 'видеорегистратор', 'AC Robin ZED2', 'AC Robin', 'AC Robin ZED 2', 'тест', 'обзор', 'тесты экшн-камер', 'обзоры экшн-камер', 'купить экшн-камеру', 'dashcam', 'action cam', 'cam', 'camera']	664	23	97	17908	PT6M50S	410
5iTKR1iPoQE	2017-03-13T13:36:48.000Z	"['For Honor', 'Watch Dogs 2', 'Ghost Recon: Wildlands', 'Turf Effect', 'Эффект Почвы', 'Witcher 3', 'DOOM', 'Rise of the Tomb Raider', 'Total War: Warhammer', 'Hitman', 'Battlefield 1', 'Ведьмак 3', 'тест в играх', 'игровой тест', 'хороший выбор', 'новости IT', 'новинки IT', 'игровые новости', 'новости из игр', 'новости железа', 'обзоры железа', 'Nvidia GeForce GTX 1080 Ti', 'Intel Core i7-7700K', 'разгон', 'оверклокнинг', 'OC', ""Nvidia GeForce GTX 1080 Ti Founder's Edition"", 'производительности']"	5927	461	721	172729	PT6M30S	390
RwiSUsMLiGY	2017-03-13T08:36:03.000Z	['INTEL', 'NVIDIA', 'I7 7700', 'GTX 1060', 'ASUS', 'GR8II', 'тест', 'обзор', 'консоль', 'мини-пк', 'игровой', 'прохатек', 'про хай тек', 'Pro hi tech', 'Pro Hi-Tech', 'мини', 'микро', 'компьютер', 'steambox', 'steammachine', 'steam machine', 'mini-pc', 'компактный компьютер', 'маленький компьютер', 'маленький игровой компьютера']	2321	144	239	61373	PT6M11S	371
80xb9fHio4g	2017-03-12T07:30:00.000Z	"['Ханс-Юрген Вернер', 'Hans Jürgen Werner', 'интервью', 'директор intel', 'эксклюзивное интервью', 'pro hi-tech', 'новинки it', 'новости it', 'Intel и ryzen', 'intel и amd', 'intel и nvidia', 'Coffee Lake', 'canon lake', 'intel Coffee Lake', 'intel canon lake', 'intel cannon lake', 'intel alloy', 'interview', ""intel's director"", 'intel answers', 'Ганс-Юрген Вернер']"	4367	148	613	93559	PT14M51S	891
RVO3mve4u2M	2017-03-09T20:34:49.000Z	['обзор 1080 ti', 'тест 1080ti', 'geforce', 'nvidia', '1080ti', 'gtx 1080 ti', 'titan x', 'видеокарта', 'gpu', 'pascal', 'gtx 1080 ti review', 'gtx 1080 ti benchmarks', 'gtx 1080 ti vs. gtx 1080', 'обзор видеокарты', 'видеокарта для игр', 'видеокарта nvidia', 'тест в Ghost Recon Wildlands', 'тест в Watch Dogs 2', 'видеокарта за пятьдесят тысяч рублей', 'видеокарта для игрового пк', 'выбор видеокарты', 'видеокарта для ультра', 'видеокарта для пк', 'AMD Ryzen', 'Ryzen 1800X', 'лучшая видеокарта для игр 2017', 'игра For Honor']	3772	377	559	146868	PT9M9S	549
Tvon9mg1LP4	2017-03-08T16:41:08.000Z	['IEM2017', 'Intel Extreme Masters 2017', 'Intel Extreme Masters', 'Katowice', 'esports', 'cybersport', 'киберспорт', 'косплей', 'cosplay', 'retro gaming', 'ретро игры', 'старые игры', 'олдскул', 'интел', 'intel', 'extrememasters', 'LoL', 'League of Legends', 'NAVI', 'M19 (бывшие Albus Nox Luna)', 'Virtus.PRO', 'Astralis', 'Heroes of the Storm', 'Star Craft 2', 'Crossfire и CS:GO', 'соревнования', 'игры', 'финал']	1049	67	114	15726	PT8M22S	502
g4WbHV6nGS8	2017-03-07T11:44:56.000Z	['Ryzen', 'райзен', 'AMD', 'ZEN', 'тест', 'обзор', 'тест в играх', 'тест ryzen', '1800X', 'ryzen 7 1800x', 'Core i7', '5960X', '6800K', 'про хай тек', 'прохайтек', 'pro hi tech', 'RyZEN', 'процессоры', 'APU', 'CPU', 'что нового', 'amd или intel', 'zen или intel', 'что выбрать', 'какой процессор выбрать', 'Samuel Naftziger', 'Сэм Нафцигер', 'Samuel Nafziger', 'Сэмуэль Нафцигер', 'Сэм Нэфцигер', 'эксклюзивное интервью', 'инженер AMD', 'zen', 'apu', 'pinnacle ridge', 'raven ridge']	4173	85	632	86164	PT12M53S	773
7rT92-qopok	2017-03-02T14:00:02.000Z	['Ryzen', 'Zen', 'Razen 1800X', 'AMD', 'Intel', '5960X', '6800К', 'Core i7', 'тест', 'обзор', 'про хай тек', 'pro hi tech', 'прохайтек', 'Adobe', 'Premiere', 'After Effects', 'cinebench', '3Ds max', 'V-Ray', 'Corona']	4306	96	321	105919	PT3M39S	219
OPbxumnCzAg	2017-03-02T14:00:02.000Z	['Ryzen', 'райзен', 'AMD', 'ZEN', 'тест', 'обзор', 'тест в играх', 'тест ryzen', '1800X', 'ryzen 7 1800x', 'Core i7', '5960X', '6800K', 'про хай тек', 'прохайтек', 'pro hi tech']	8805	570	1652	309133	PT8M9S	489
2jdAUQ2gjp8	2017-03-01T04:03:56.000Z	"['Nvidia', 'geforce', 'gtx1080ti', 'nvidia geforce gtx1080ti', 'gamers nexus', 'pro hi-tech', ""paul's hardware""]"	536	121	64	18550	PT4M21S	261
jjCB86GvBjw	2017-03-01T04:03:52.000Z	['Nvidia GeForce 1080 Ti', '1080Ti', 'GTX1080Ti', 'GeForce1080Ti', 'G5X', 'Volta', 'Nvidia Volta', 'Nvidia Pascal', 'новости It', 'новинки it', 'как просто', 'хороший выбор', '1080OC', '1080 OC', '1060 OC', '1060OC']	2075	176	204	47719	PT1M45S	105
l-Goh_B1gjw	2017-02-28T06:00:02.000Z	['Asus', 'ROG', 'PG248Q', 'киберспорт', 'клавиатура', 'монитор', 'механика', 'CS:GO', '180 Гц', '144 Гц']	1528	139	203	32813	PT9M26S	566
zY8Ga3G6rSU	2017-02-27T07:41:01.000Z	['Обзор', 'тест', 'смартфон', 'Android', 'Android 7', 'Blackberry KeyOne', 'Blackberry Mercury', 'Nokia 3310', 'Nokia 3', 'Nokia 5', 'Lenovo G5', 'Lenovo G5 Plus', 'Moto G5', 'Moto G5 Plus', 'ZTE Gigabit Phone', 'Huawei P10', 'Huawei P10 Plus', 'LG G6']	1720	129	87	36440	PT8M35S	515
5GfL2khZh_4	2017-02-25T05:18:22.000Z	['Nvidia', 'geforce', 'gtx', 'видеокарта', 'видеокарты', 'графика', 'купить видеокарту', 'купить geforce', 'купить nvidia', 'цена nvidia', 'цена geforce', 'хороший выбор', 'nvidia geforce gtx 1080 ti', '1080ti', 'pascal', 'titan x', 'titan x pascal', 'инвидия', 'инвидиа', 'нвидия', 'geforce или radeon', 'nvidia или amd', 'nvidia или radeon', 'новинки it', 'новости it', 'как просто', 'выбор', 'презентация', 'Дженсен Хуанг', 'видяха', 'карточка', 'гейминг', 'ПК-гейминг', 'ПК-игры', 'PC-игры', 'игры для компа']	2483	91	164	42669	PT4M4S	244
kn2ddx07vDI	2017-02-22T14:30:01.000Z	['AMD Ryzen', 'Ryzen 7', 'процессоры AMD', 'AMD процессор', 'процессор AMD купить', 'купить AMD Ryzen', 'Ryzen цена', 'Ryzen review', 'Ryzen opinion', 'Ryzen обзор', 'Ryzen тест', 'ryzen мнение', 'AMD Zen', 'AMDZEN', 'AMDRyzen', 'новости IT', 'новинки It', 'Хороший выбор', 'как просто', 'как собрать ПК Ryzen', 'roadmap', 'дорожная карта', 'AMD Ryzen 7 1800X', 'AMD Ryzen 7 1700X', 'AMD Ryzen 7 1700', 'Игровой тест', 'Ryzen в играх', 'Vega в играх', 'Sniper elite 4', 'Battlefield -', 'Star wars battlefront']	4508	191	884	95357	PT10M10S	610
QAmWPbEGJec	2017-02-20T06:00:02.000Z	['обзор смартфона', 'теста смартфона', 'обзор android', 'тест android', 'meizu m5 обзор', 'meizu m5 мнение', 'meizu m5 opinion', 'meizu m5 review', 'meizu smartphone review', 'обзор смартфона meizu', 'купить meizu m5', 'купить смартфон meizu', 'buy meizu m5', 'цена meizu m5', 'meizu m5 характеристики', 'meizu m5 плюсы', 'meizu m5 минусы', 'meizu m5 звук']	4241	86	2979	80623	PT5M8S	308
-8NZ8Kjr8VA	2017-02-19T07:00:01.000Z	['intel', 'QUALCOMM', 'arm vs x86', 'intel vs qualcomm', 'windows 10 arm', 'arm', 'snapdragon', '835']	2850	113	290	48110	PT3M16S	196
P3jHUkfq8GE	2017-02-17T06:00:00.000Z	['GeForce GTX 1080 Ti', 'Nvidia Pascal', 'AMD Radeon', 'AMD Vega', 'Radeon Vega', 'Doom', 'PREY', 'Vulkan API', 'Vulcan API', 'новости', 'новости IT', 'новости hi-tech', 'новости технологий', 'новости гаджетов', 'новинки it', 'новинки железа', 'компьютерное железо', 'пк', 'как просто', 'купить видеокарту']	3001	127	308	67399	PT3M41S	221
PFIl27fT5is	2017-02-16T14:38:22.000Z	['Intel', 'Itanium', 'Kittson', 'Skylake', 'Kabylake', 'Apollo Lake', 'Intel Core i3', 'Intel Core i5', 'Intel Core i7', 'Intel Pentium', 'Intel HD 630', 'Intel HD 530', 'Intel HD 505', 'новости IT', 'новинки IT', 'как просто', 'хороший выбор', 'летающие автомобили', 'летающее авто', 'flying car', 'PAL-V', 'CRISPR']	2106	77	87	31684	PT7M16S	436
4meqRx7Ptsw	2017-02-16T20:48:24.000Z	['Braun_GDN', 'сеточная или роторная', 'бритва сеточная', 'электробритва', 'braun 9 серия', 'бритва braun 9 серии', 'бритва braun 7 серии', 'обзор бритвы', 'тест бритвы', 'хорошая бритва', 'braun shaver', 'braun 9 series', 'braun 7 series', 'преимущества сеточной бритвы', 'недостатки сеточной бритвы', 'дорогая бритва', 'лучшая бритва', 'бритва braun купить', 'сеточная бритва купить', 'бритва браун обзор', 'braun series', 'braun отзывы', 'braun 3', 'сетка braun', 'braun насадки', 'braun optifoil', 'сетчатая против роторной']	666	97	83	21114	PT4M6S	246
9fFLSNYEdwc	2017-02-14T15:57:30.000Z	['iPhone 9', 'iPhone 9 plus', 'iPhone 9 купить', 'iPhone беспроводная зарядка', 'iPhone wireless charger', 'iPhone 8', 'iPhone 8 plus', 'айфон', 'купить iPhone 8', 'iPhone 8 цена', 'iPhone 9 цена', 'Apple iPhone', 'новости App']	1992	76	94	28988	PT4M22S	262
grx260NJ4-w	2017-02-12T10:34:16.000Z	['RyZEN', 'AMD', 'ZEN', 'AMD Zen', 'AMDZen', 'AMDRyZEn', 'CPU', 'CPU review', 'CPU Opinion', 'RyZEN купить', 'дата выхода RyZEN', 'Ryzen R7 1800X', 'Ryzen R7 Pro 1800', 'Ryzen R7 1700X', 'Ryzen R7 1700', 'Ryzen R7 Pro 1700', 'хороший выбор', 'новости it', 'новинки it', 'как просто', 'Ryzen R5 1600X', 'Ryzen R5 Pro 1600', 'Ryzen R5 1500', 'Ryzen R5 Pro 1500', 'Ryzen R5 1400X', 'Ryzen R5 Pro 1400', 'Ryzen R5 1300', 'Ryzen R5 Pro 1300', 'Ryzen R3 1200X', 'Ryzen R3 Pro 1200', 'Ryzen R3 1100', 'amd radeon']	2099	82	61	40295	PT4M25S	265
ut_PTOxpyUg	2017-02-10T09:21:45.000Z	['AMD Radeon Pro Duo', 'тест Radeon Pro Duo', 'обзор Radeon Pro Duo', 'Radeon Pro Duo review', 'Radeon Pro Duo test', 'Radeon Pro Duo opinion', 'Radeon Pro Duo vs GTX1080', 'GeForce GTX 1080 test', 'GeForce GTX 1080 тест', 'GeForce GTX 1080 обзор', 'Radeon vs GeForce', 'Radeon или GeForce', 'как выбрать видеокарту', 'выбор видеокарты', 'выбор видеокарты Radeon', 'выбор видеокарты GeForce', 'новости IT', 'новинки IT', 'как просто', 'хороший выбор', 'тащит', 'Polaris', 'GPU', 'graphics card', 'PC gaming', 'купить видеокарту']	1588	89	116	42290	PT4M56S	296
